fullType: Base.Belly_Turtleneck, basePrice: 257, tag: CLOTHING_NORMAL
fullType: Base.Hat_SurgicalMask_Green, basePrice: 363, tag: CLOTHING_NORMAL
fullType: Base.Hat_Jay, basePrice: 99, tag: CLOTHING_NORMAL
fullType: Base.RemoteCraftedV1, basePrice: 2652, tag: COSMETIC
fullType: Base.FlameTrapSensorV3, basePrice: 2248, tag: GUN
fullType: Base.FlameTrapSensorV2, basePrice: 1093, tag: GUN
fullType: Base.FlameTrapSensorV1, basePrice: 1447, tag: GUN
fullType: Base.Plasticbag, basePrice: 1815, tag: CLOTHING_BAG
fullType: Base.BlackSage, basePrice: 115, tag: FOOD
fullType: Base.Cardigan_Short, basePrice: 314, tag: CLOTHING_NORMAL
fullType: Base.Bottle_Bag, basePrice: 964, tag: CLOTHING_BAG
fullType: Base.MP5, basePrice: 3190, tag: GUN
fullType: Base.RevolverCase3, basePrice: 294, tag: CLOTHING_BAG
fullType: Base.Hat_SurgicalCap_Green, basePrice: 166, tag: CLOTHING_NORMAL
fullType: Base.Marinara, basePrice: 173, tag: FOOD
fullType: Base.Laser, basePrice: 908, tag: GUN_PART
fullType: Base.BagelPoppy, basePrice: 120, tag: FOOD
fullType: Base.Glasses_SwimmingGoggles, basePrice: 112, tag: CLOTHING_NORMAL
fullType: Base.Pasta, basePrice: 139, tag: FOOD
fullType: Base.Pickles, basePrice: 123, tag: FOOD
fullType: Base.Comtac_Headsets, basePrice: 52, tag: CLOTHING_NORMAL
fullType: Base.Lace_Stocking_Mismatch, basePrice: 354, tag: CLOTHING_NORMAL
fullType: Base.Cornmeal, basePrice: 743, tag: TOOL
fullType: Base.Army_Duffle_Bag, basePrice: 1190, tag: CLOTHING_BAG
fullType: Base.Vader_Mask, basePrice: 106, tag: CLOTHING_NORMAL
fullType: Base.Teabag, basePrice: 8927, tag: COSMETIC
fullType: Base.Lipstick, basePrice: 4698, tag: COSMETIC
fullType: Base.Mov_GreyComfyChair, basePrice: 8137, tag: COSMETIC
fullType: Base.Earring_LoopSmall_Silver_Both, basePrice: 395, tag: CLOTHING_NORMAL
fullType: Base.Bread, basePrice: 163, tag: FOOD
fullType: Base.Mov_CorkBoard, basePrice: 4990, tag: COSMETIC
fullType: Base.Hat_BaseballCapGreen, basePrice: 249, tag: CLOTHING_NORMAL
fullType: Base.Cricket, basePrice: 153, tag: FOOD
fullType: Base.Bullets44, basePrice: 868, tag: COSMETIC
fullType: Base.CheeseSandwich, basePrice: 106, tag: FOOD
fullType: Base.Bullets45, basePrice: 6514, tag: COSMETIC
fullType: Base.Dogfood, basePrice: 179, tag: FOOD
fullType: Base.Worm, basePrice: 149, tag: FOOD
fullType: Base.BR_Skirts_Long, basePrice: 105, tag: CLOTHING_NORMAL
fullType: Base.EOD_Visor, basePrice: 153, tag: CLOTHING_NORMAL
fullType: Base.Jeans_James, basePrice: 311, tag: CLOTHING_NORMAL
fullType: Base.SackProduce_Carrot, basePrice: 133, tag: FOOD
fullType: Base.Off_Dress_ON, basePrice: 118, tag: CLOTHING_NORMAL
fullType: Base.Log, basePrice: 9474, tag: COSMETIC
fullType: Base.BathTowel, basePrice: 501, tag: TOOL
fullType: Base.Hat_EarMuff_Protectors, basePrice: 204, tag: CLOTHING_NORMAL
fullType: Base.Hat_CrashHelmet_Stars, basePrice: 158, tag: CLOTHING_NORMAL
fullType: Base.BookTailoring1, basePrice: 9442, tag: EXP
fullType: Base.BookTailoring2, basePrice: 6039, tag: EXP
fullType: Base.BookTailoring3, basePrice: 4390, tag: EXP
fullType: Base.BookTailoring4, basePrice: 2036, tag: EXP
fullType: Base.BookTailoring5, basePrice: 1597, tag: EXP
fullType: Base.Lollipop, basePrice: 169, tag: FOOD
fullType: Base.Mov_ShoppingBaskets, basePrice: 6717, tag: COSMETIC
fullType: Base.308BulletsMold, basePrice: 1893, tag: COSMETIC
fullType: Base.556Clip, basePrice: 4199, tag: COSMETIC
fullType: Base.Grapes, basePrice: 103, tag: FOOD
fullType: Base.PotOfStew, basePrice: 149, tag: FOOD
fullType: Base.ATA250Trunk3, basePrice: 5765, tag: COSMETIC
fullType: Base.Trousers_Police, basePrice: 246, tag: CLOTHING_NORMAL
fullType: Base.Parsley, basePrice: 168, tag: FOOD
fullType: Base.ATA250Trunk1, basePrice: 3706, tag: COSMETIC
fullType: Base.ATA250Trunk2, basePrice: 1653, tag: COSMETIC
fullType: Base.Military_Coat_Long_ON, basePrice: 253, tag: CLOTHING_NORMAL
fullType: Base.Jacket_CoatArmy, basePrice: 125, tag: CLOTHING_NORMAL
fullType: Base.ATA900Trunk, basePrice: 1924, tag: COSMETIC
fullType: Base.Rosehips, basePrice: 166, tag: FOOD
fullType: Base.VarmintRifle, basePrice: 1296, tag: GUN
fullType: Base.Gunsmith_Jacket, basePrice: 79, tag: CLOTHING_NORMAL
fullType: Base.Jacket_Shellsuit_TINT, basePrice: 396, tag: CLOTHING_NORMAL
fullType: Base.RippedSheetsDirty, basePrice: 1907, tag: COSMETIC
fullType: Base.WineEmpty, basePrice: 837, tag: COSMETIC
fullType: Base.Baloney, basePrice: 142, tag: FOOD
fullType: Base.Boots_Bennett, basePrice: 204, tag: CLOTHING_NORMAL
fullType: Base.Hat_Beret, basePrice: 242, tag: CLOTHING_NORMAL
fullType: Base.FishFillet, basePrice: 142, tag: FOOD
fullType: Base.BaguetteSandwich, basePrice: 186, tag: FOOD
fullType: Base.Sledgehammer2, basePrice: 2019, tag: GUN
fullType: Base.Bag_Robbie_Pack, basePrice: 637, tag: CLOTHING_BAG
fullType: Base.Hat_MSA_Gas_Mask, basePrice: 180, tag: CLOTHING_NORMAL
fullType: Base.PlateBlue, basePrice: 7837, tag: COSMETIC
fullType: Base.Shirt_Bowling_Brown, basePrice: 186, tag: CLOTHING_NORMAL
fullType: Base.PipeBombSensorV1, basePrice: 4918, tag: GUN
fullType: Base.PipeBombSensorV2, basePrice: 4188, tag: GUN
fullType: Base.PipeBombSensorV3, basePrice: 3854, tag: GUN
fullType: Base.Shoes_RedTrainers, basePrice: 294, tag: CLOTHING_NORMAL
fullType: Base.Trousers_Shellsuit_Blue, basePrice: 356, tag: CLOTHING_NORMAL
fullType: Base.CAR15DFolded, basePrice: 1893, tag: GUN
fullType: Base.Bikini_Pattern01, basePrice: 218, tag: CLOTHING_NORMAL
fullType: Base.GlassTumbler, basePrice: 9073, tag: COSMETIC
fullType: Base.FlintKnife, basePrice: 1653, tag: GUN
fullType: Base.Trench_Tornister, basePrice: 742, tag: CLOTHING_BAG
fullType: Base.Mov_PinballMachine, basePrice: 4757, tag: COSMETIC
fullType: Base.RamenBowl, basePrice: 194, tag: FOOD
fullType: Base.ATA1200Trunk1, basePrice: 4670, tag: COSMETIC
fullType: Base.ATA1200Trunk2, basePrice: 3430, tag: COSMETIC
fullType: Base.Tshirt_CamoGreen, basePrice: 133, tag: CLOTHING_NORMAL
fullType: Base.ATA1200Trunk3, basePrice: 228, tag: COSMETIC
fullType: Base.PaintBrown, basePrice: 865, tag: TOOL
fullType: Base.Kelvin_Pants_Rolled, basePrice: 245, tag: CLOTHING_NORMAL
fullType: Base.Rabbit_Suit_Yellow, basePrice: 109, tag: CLOTHING_NORMAL
fullType: Base.SheetPaper2, basePrice: 8459, tag: EXP
fullType: Base.Flex_Pants, basePrice: 382, tag: CLOTHING_NORMAL
fullType: Base.UmbrellaBlue, basePrice: 4448, tag: COSMETIC
fullType: Base.Carrots, basePrice: 180, tag: FOOD
fullType: Base.SpearIcePick, basePrice: 4854, tag: GUN
fullType: Base.BucketConcreteFull, basePrice: 518, tag: TOOL
fullType: Base.Bullets38, basePrice: 756, tag: COSMETIC
fullType: Base.MetalDrum, basePrice: 6034, tag: COSMETIC
fullType: Base.BoobTube, basePrice: 67, tag: CLOTHING_NORMAL
fullType: Base.Round_Cap_Casual_Back, basePrice: 74, tag: CLOTHING_NORMAL
fullType: Base.Police_Waterproof_Jacket_ON, basePrice: 239, tag: CLOTHING_NORMAL
fullType: Base.Mov_GreenComfyChair, basePrice: 2999, tag: COSMETIC
fullType: Base.WoodenStick, basePrice: 4568, tag: COSMETIC
fullType: Base.MapleSyrup, basePrice: 170, tag: FOOD
fullType: Base.IronSight, basePrice: 356, tag: GUN_PART
fullType: Base.BadmintonRacket, basePrice: 1449, tag: GUN
fullType: Base.Baker_Tent_6, basePrice: 1057, tag: CLOTHING_BAG
fullType: Base.Trousers_LeatherBlack, basePrice: 278, tag: CLOTHING_NORMAL
fullType: Base.DressKnees_Straps, basePrice: 133, tag: CLOTHING_NORMAL
fullType: Base.OpenBeans, basePrice: 174, tag: FOOD
fullType: Base.Baker_Tent_4, basePrice: 877, tag: CLOTHING_BAG
fullType: Base.Earring_LoopSmall_Silver_Top, basePrice: 238, tag: CLOTHING_NORMAL
fullType: Base.Baker_Tent_5, basePrice: 1747, tag: CLOTHING_BAG
fullType: Base.Mattress, basePrice: 5940, tag: COSMETIC
fullType: Base.Baker_Tent_2, basePrice: 412, tag: CLOTHING_BAG
fullType: Base.SmithingMag4, basePrice: 2301, tag: EXP
fullType: Base.Baker_Tent_3, basePrice: 1294, tag: CLOTHING_BAG
fullType: Base.Tshirt_ThunderGas, basePrice: 389, tag: CLOTHING_NORMAL
fullType: Base.Shoes_Strapped, basePrice: 243, tag: CLOTHING_NORMAL
fullType: Base.HairDyeGinger, basePrice: 1257, tag: TOOL
fullType: Base.ModernTire1, basePrice: 8620, tag: COSMETIC
fullType: Base.Hunter_Knife_ON, basePrice: 127, tag: CLOTHING_NORMAL
fullType: Base.DeadRabbit, basePrice: 131, tag: FOOD
fullType: Base.LeatherStrips, basePrice: 454, tag: COSMETIC
fullType: Base.ModernTire2, basePrice: 3168, tag: COSMETIC
fullType: Base.ModernTire3, basePrice: 5630, tag: COSMETIC
fullType: Base.PaperclipBox, basePrice: 187, tag: COSMETIC
fullType: Base.LeadPipe, basePrice: 4999, tag: GUN
fullType: Base.Fire_Helmet, basePrice: 262, tag: CLOTHING_NORMAL
fullType: Base.Mov_GreenChair, basePrice: 5062, tag: COSMETIC
fullType: Base.FishingNet, basePrice: 9071, tag: COSMETIC
fullType: Base.IceHockeyStick, basePrice: 3864, tag: GUN
fullType: Base.ATA900Trunk3, basePrice: 2177, tag: COSMETIC
fullType: Base.Trousers_PoliceGrey, basePrice: 353, tag: CLOTHING_NORMAL
fullType: Base.BagelSesame, basePrice: 114, tag: FOOD
fullType: Base.ATA900Trunk2, basePrice: 2455, tag: COSMETIC
fullType: Base.ATA900Trunk1, basePrice: 9609, tag: COSMETIC
fullType: Base.Round_Cap_Fisher, basePrice: 204, tag: CLOTHING_NORMAL
fullType: Base.WristWatch_Right_ClassicMilitary, basePrice: 1017, tag: TOOL
fullType: Base.Military_Ghillie_Hat_Mask, basePrice: 156, tag: CLOTHING_NORMAL
fullType: Base.Crappie, basePrice: 149, tag: FOOD
fullType: Base.M65_Jacket, basePrice: 348, tag: CLOTHING_NORMAL
fullType: Base.Extinguisher, basePrice: 340, tag: TOOL
fullType: Base.Mechanic_Boots_Armor, basePrice: 258, tag: CLOTHING_NORMAL
fullType: Base.Rose_Jacket_ON, basePrice: 244, tag: CLOTHING_NORMAL
fullType: Base.BerryBlack, basePrice: 164, tag: FOOD
fullType: Base.Hat_FurryEars, basePrice: 352, tag: CLOTHING_NORMAL
fullType: Base.Tortilla, basePrice: 176, tag: FOOD
fullType: Base.CookingMag1, basePrice: 6361, tag: EXP
fullType: Base.Black_Long_Shirts, basePrice: 191, tag: CLOTHING_NORMAL
fullType: Base.CookingMag2, basePrice: 3367, tag: EXP
fullType: Base.Mini14Unfolded, basePrice: 3602, tag: GUN
fullType: Base.Tie_Worn, basePrice: 220, tag: CLOTHING_NORMAL
fullType: Base.Hat_BandanaTied, basePrice: 57, tag: CLOTHING_NORMAL
fullType: Base.Sweater_Stocking_Half, basePrice: 118, tag: CLOTHING_NORMAL
fullType: Base.Bayonnet, basePrice: 892, tag: GUN_PART
fullType: Base.HottieZ, basePrice: 7259, tag: EXP
fullType: Base.K1_Bag, basePrice: 671, tag: CLOTHING_BAG
fullType: Base.PaintOrange, basePrice: 207, tag: TOOL
fullType: Base.Jacket_LeatherWildRacoons, basePrice: 366, tag: CLOTHING_NORMAL
fullType: Base.Mov_BrownComfyChair, basePrice: 3710, tag: COSMETIC
fullType: Base.Pop2Empty, basePrice: 3555, tag: COSMETIC
fullType: Base.FishingRod, basePrice: 2129, tag: GUN
fullType: Base.Turtleneck, basePrice: 299, tag: CLOTHING_NORMAL
fullType: Base.Coupled762, basePrice: 424, tag: GUN_PART
fullType: Base.Hat_BeretArmy, basePrice: 386, tag: CLOTHING_NORMAL
fullType: Base.Shorts_CamoUrbanLong, basePrice: 299, tag: CLOTHING_NORMAL
fullType: Base.Armband_Short_ON, basePrice: 156, tag: CLOTHING_NORMAL
fullType: Base.Pants_Adidas, basePrice: 59, tag: CLOTHING_NORMAL
fullType: Base.Garbagebag, basePrice: 463, tag: CLOTHING_BAG
fullType: Base.Croissant, basePrice: 110, tag: FOOD
fullType: Base.CerealBowl, basePrice: 180, tag: FOOD
fullType: Base.PickAxe, basePrice: 2072, tag: GUN
fullType: Base.Killa_Pants, basePrice: 284, tag: CLOTHING_NORMAL
fullType: Base.ZSH_Visor_UP, basePrice: 86, tag: CLOTHING_NORMAL
fullType: Base.Bipod_Fake, basePrice: 952, tag: GUN_PART
fullType: Base.Bra_Strapless_RedSpots, basePrice: 92, tag: CLOTHING_NORMAL
fullType: Base.Gorka_Pants_New_Rolled, basePrice: 247, tag: CLOTHING_NORMAL
fullType: Base.BakingPan, basePrice: 9353, tag: COSMETIC
fullType: Base.Hat_Rabbit_Blue, basePrice: 154, tag: CLOTHING_NORMAL
fullType: Base.Jack, basePrice: 5928, tag: COSMETIC
fullType: Base.JamFruit, basePrice: 156, tag: FOOD
fullType: Base.WaterBowl, basePrice: 973, tag: TOOL
fullType: Base.VHS, basePrice: 4003, tag: COSMETIC
fullType: Base.TvAntique, basePrice: 1471, tag: TOOL
fullType: Base.PaintBlue, basePrice: 1490, tag: TOOL
fullType: Base.Panfish, basePrice: 139, tag: FOOD
fullType: Base.Frog, basePrice: 468, tag: COSMETIC
fullType: Base.SutureNeedleHolder, basePrice: 7944, tag: COSMETIC
fullType: Base.NormalBrake1, basePrice: 1831, tag: COSMETIC
fullType: Base.NormalBrake2, basePrice: 3285, tag: COSMETIC
fullType: Base.NormalBrake3, basePrice: 5050, tag: COSMETIC
fullType: Base.PotOfSoup, basePrice: 167, tag: FOOD
fullType: Base.LicoriceBlack, basePrice: 134, tag: FOOD
fullType: Base.Mov_RedChair, basePrice: 8634, tag: COSMETIC
fullType: Base.Hat_Rabbit_Green, basePrice: 347, tag: CLOTHING_NORMAL
fullType: Base.ChokeTubeFull, basePrice: 813, tag: GUN_PART
fullType: Base.NV_PNV_57_OFF, basePrice: 281, tag: CLOTHING_NORMAL
fullType: Base.Bracelet_RightFriendshipTINT, basePrice: 83, tag: CLOTHING_NORMAL
fullType: Base.Sandwich, basePrice: 132, tag: FOOD
fullType: Base.Mov_HuntingTrophy, basePrice: 3557, tag: COSMETIC
fullType: Base.Viper_Helmet, basePrice: 319, tag: CLOTHING_NORMAL
fullType: Base.Calvin_Bra, basePrice: 391, tag: CLOTHING_NORMAL
fullType: Base.Bag_Tactical_Belt_Back, basePrice: 1707, tag: CLOTHING_BAG
fullType: Base.HuntingKnife, basePrice: 3097, tag: GUN
fullType: Base.Bag_ToolBag, basePrice: 318, tag: CLOTHING_BAG
fullType: Base.LightBulbRed, basePrice: 2223, tag: COSMETIC
fullType: Base.Hat_WinterHat, basePrice: 134, tag: CLOTHING_NORMAL
fullType: Base.Jacket_PaddedDOWN, basePrice: 347, tag: CLOTHING_NORMAL
fullType: Base.Pop3, basePrice: 132, tag: FOOD
fullType: Base.Pepper, basePrice: 106, tag: FOOD
fullType: Base.Pop2, basePrice: 118, tag: FOOD
fullType: Base.Vinegar, basePrice: 107, tag: TOOL
fullType: Base.Mov_DarkBlueChair, basePrice: 4964, tag: COSMETIC
fullType: Base.ELA_Goggles_ON, basePrice: 190, tag: CLOTHING_NORMAL
fullType: Base.USCM_Armor, basePrice: 1132, tag: CLOTHING_MILITARY
fullType: Base.Ela_Skinny_Pants, basePrice: 284, tag: CLOTHING_NORMAL
fullType: Base.Seaweed, basePrice: 178, tag: FOOD
fullType: Base.Scarf_StripeBlackWhite, basePrice: 393, tag: CLOTHING_NORMAL
fullType: Base.Shirt_Baseball_Rangers, basePrice: 235, tag: CLOTHING_NORMAL
fullType: Base.Trousers_WhiteTINT, basePrice: 73, tag: CLOTHING_NORMAL
fullType: Base.ChokeTubeImproved, basePrice: 511, tag: GUN_PART
fullType: Base.CortmanPic, basePrice: 4627, tag: COSMETIC
fullType: Base.Wolf_Knee_Pad_Loose, basePrice: 82, tag: CLOTHING_NORMAL
fullType: Base.RippedSheets, basePrice: 8916, tag: COSMETIC
fullType: Base.Trousers_PrisonGuard, basePrice: 128, tag: CLOTHING_NORMAL
fullType: Base.GM15_Canister, basePrice: 1265, tag: CLOTHING_BAG
fullType: Base.Hat_ChefHat, basePrice: 69, tag: CLOTHING_NORMAL
fullType: Base.EggScrambled, basePrice: 177, tag: FOOD
fullType: Base.Chempak_Blauer, basePrice: 393, tag: CLOTHING_NORMAL
fullType: Base.ATA1100Trunk1, basePrice: 5672, tag: COSMETIC
fullType: Base.Snail, basePrice: 115, tag: FOOD
fullType: Base.ATA1100Trunk2, basePrice: 8641, tag: COSMETIC
fullType: Base.Painauchocolat, basePrice: 165, tag: FOOD
fullType: Base.ATA1100Trunk3, basePrice: 4392, tag: COSMETIC
fullType: Base.Jeans_Sebastian, basePrice: 145, tag: CLOTHING_NORMAL
fullType: Base.Headphones, basePrice: 3901, tag: COSMETIC
fullType: Base.Military_Ghillie_Hat, basePrice: 133, tag: CLOTHING_NORMAL
fullType: Base.AK47, basePrice: 2530, tag: GUN
fullType: Base.Boilersuit_Yellow, basePrice: 131, tag: CLOTHING_NORMAL
fullType: Base.ATA250Trunk, basePrice: 2809, tag: COSMETIC
fullType: Base.Bra_Strapless_FrillyBlack, basePrice: 201, tag: CLOTHING_NORMAL
fullType: Base.Trousers_Shellsuit_Green, basePrice: 227, tag: CLOTHING_NORMAL
fullType: Base.Chara_Jacket, basePrice: 244, tag: CLOTHING_NORMAL
fullType: Base.Mov_Doghouse, basePrice: 1905, tag: COSMETIC
fullType: Base.C420_PAPR, basePrice: 857, tag: CLOTHING_BAG
fullType: Base.Hunter_Pants, basePrice: 257, tag: CLOTHING_NORMAL
fullType: Base.FlameTrap, basePrice: 4941, tag: GUN
fullType: Base.Necklace_YingYang, basePrice: 277, tag: CLOTHING_NORMAL
fullType: Base.Bra_Strapless_Black, basePrice: 390, tag: CLOTHING_NORMAL
fullType: Base.Hat_VisorBlack, basePrice: 350, tag: CLOTHING_NORMAL
fullType: Base.Ring_Left_MiddleFinger_SilverDiamond, basePrice: 360, tag: CLOTHING_NORMAL
fullType: Base.Spas12Folded, basePrice: 1948, tag: GUN
fullType: Base.School_Cardigan, basePrice: 358, tag: CLOTHING_NORMAL
fullType: Base.Tshirt_WhiteLongSleeveTINT, basePrice: 164, tag: CLOTHING_NORMAL
fullType: Base.Speaker, basePrice: 2210, tag: COSMETIC
fullType: Base.Jacket_Varsity, basePrice: 51, tag: CLOTHING_NORMAL
fullType: Base.Shoes_Wellies, basePrice: 198, tag: CLOTHING_NORMAL
fullType: Base.SmallSheetMetal, basePrice: 446, tag: COSMETIC
fullType: Base.308Bullets, basePrice: 4596, tag: COSMETIC
fullType: Base.Mugfull, basePrice: 132, tag: FOOD
fullType: Base.Necklace_SilverCrucifix, basePrice: 245, tag: CLOTHING_NORMAL
fullType: Base.OilVegetable, basePrice: 179, tag: FOOD
fullType: Base.NoiseTrapRemote, basePrice: 580, tag: GUN
fullType: Base.Bag_Hunting, basePrice: 319, tag: CLOTHING_BAG
fullType: Base.BARS_Hoodie_ON, basePrice: 70, tag: CLOTHING_NORMAL
fullType: Base.PaintRed, basePrice: 1228, tag: TOOL
fullType: Base.Huntrite_Jacket, basePrice: 146, tag: CLOTHING_NORMAL
fullType: Base.Wool_Stocking_Half, basePrice: 118, tag: CLOTHING_NORMAL
fullType: Base.SackProduce_BellPepper, basePrice: 151, tag: FOOD
fullType: Base.Scarf_Mask_Hunting_ON, basePrice: 295, tag: CLOTHING_NORMAL
fullType: Base.Mov_WoodenChair, basePrice: 8122, tag: COSMETIC
fullType: Base.Hat_TinFoilHat, basePrice: 289, tag: CLOTHING_NORMAL
fullType: Base.Shirt_CropTopTINT, basePrice: 162, tag: CLOTHING_NORMAL
fullType: Base.Viking_Fire_Jacket_ON, basePrice: 288, tag: CLOTHING_NORMAL
fullType: Base.CannedFruitBeverage, basePrice: 166, tag: FOOD
fullType: Base.PaperBag, basePrice: 1554, tag: CLOTHING_BAG
fullType: Base.FarmingMag1, basePrice: 6150, tag: EXP
fullType: Base.Skirt_Maria, basePrice: 231, tag: CLOTHING_NORMAL
fullType: Base.DriedLentils, basePrice: 184, tag: FOOD
fullType: Base.Metro_Knee, basePrice: 133, tag: CLOTHING_NORMAL
fullType: Base.Nails, basePrice: 6877, tag: COSMETIC
fullType: Base.Rig_Smersh_Loose, basePrice: 1009, tag: CLOTHING_BAG
fullType: Base.Bag_GolfBag, basePrice: 1008, tag: CLOTHING_BAG
fullType: Base.Suit_Army_ON, basePrice: 173, tag: CLOTHING_NORMAL
fullType: Base.Tofu, basePrice: 112, tag: FOOD
fullType: Base.Stone, basePrice: 3242, tag: COSMETIC
fullType: Base.Mov_IndustrialSink, basePrice: 6164, tag: COSMETIC
fullType: Base.TunaTinOpen, basePrice: 161, tag: FOOD
fullType: Base.Scarf_Mask_Casual_ON, basePrice: 298, tag: CLOTHING_NORMAL
fullType: Base.Skirt_Nurse, basePrice: 388, tag: CLOTHING_NORMAL
fullType: Base.Self_Rope, basePrice: 226, tag: CLOTHING_NORMAL
fullType: Base.ComicBook, basePrice: 5737, tag: EXP
fullType: Base.EXO_Suit, basePrice: 1343, tag: CLOTHING_MILITARY
fullType: Base.Hat_Tactical_Cap, basePrice: 155, tag: CLOTHING_NORMAL
fullType: Base.Necklace_SilverDiamond, basePrice: 118, tag: CLOTHING_NORMAL
fullType: Base.HomeAlarm, basePrice: 2003, tag: COSMETIC
fullType: Base.WhiskeyEmpty, basePrice: 3016, tag: COSMETIC
fullType: Base.HalloweenPumpkin, basePrice: 158, tag: FOOD
fullType: Base.PaintWhite, basePrice: 796, tag: TOOL
fullType: Base.Skirt_Office_Long, basePrice: 259, tag: CLOTHING_NORMAL
fullType: Base.TrapBox, basePrice: 8203, tag: COSMETIC
fullType: Base.Hat_PartyHat_Stars, basePrice: 70, tag: CLOTHING_NORMAL
fullType: Base.Mov_GraveWorn, basePrice: 6133, tag: COSMETIC
fullType: Base.Hat_Tactical_Cap_Camo, basePrice: 341, tag: CLOTHING_NORMAL
fullType: Base.Ketchup, basePrice: 141, tag: FOOD
fullType: Base.Pants_Yoga, basePrice: 260, tag: CLOTHING_NORMAL
fullType: Base.NoodleSoup, basePrice: 124, tag: FOOD
fullType: Base.Wolf_Plate_Carrier, basePrice: 1042, tag: CLOTHING_MILITARY
fullType: Base.BreadSlices, basePrice: 127, tag: FOOD
fullType: Base.CAR15Folded, basePrice: 833, tag: GUN
fullType: Base.Sweater_Stocking_Mismatch, basePrice: 218, tag: CLOTHING_NORMAL
fullType: Base.TVDinner, basePrice: 186, tag: FOOD
fullType: Base.Apron_Black, basePrice: 120, tag: CLOTHING_NORMAL
fullType: Base.LaCrosseStick, basePrice: 625, tag: GUN
fullType: Base.Tshirt_WhiteTINT, basePrice: 238, tag: CLOTHING_NORMAL
fullType: Base.BellyButton_RingGold, basePrice: 274, tag: CLOTHING_NORMAL
fullType: Base.HandTorch_CK_LED, basePrice: 295, tag: TOOL
fullType: Base.Bracelet_LeftFriendshipTINT, basePrice: 339, tag: CLOTHING_NORMAL
fullType: Base.MAC10Unfolded, basePrice: 3628, tag: GUN
fullType: Base.Sheriff_Vest_Full, basePrice: 3037, tag: CLOTHING_MILITARY
fullType: Base.Molotov, basePrice: 1083, tag: GUN
fullType: Base.TEC_Jacket_ON, basePrice: 396, tag: CLOTHING_NORMAL
fullType: Base.SpiffoTail, basePrice: 259, tag: CLOTHING_NORMAL
fullType: Base.Comfrey, basePrice: 2986, tag: COSMETIC
fullType: Base.Tshirt_SpiffoDECAL, basePrice: 289, tag: CLOTHING_NORMAL
fullType: Base.Metro_Jacket, basePrice: 122, tag: CLOTHING_NORMAL
fullType: Base.Sweater_Lisa, basePrice: 334, tag: CLOTHING_NORMAL
fullType: Base.Hotdog, basePrice: 191, tag: FOOD
fullType: Base.EOD_Visor_UP, basePrice: 250, tag: CLOTHING_NORMAL
fullType: Base.Shirt_Bowling_Pink, basePrice: 104, tag: CLOTHING_NORMAL
fullType: Base.Bag_Sniper_Suit_Off, basePrice: 272, tag: CLOTHING_NORMAL
fullType: Base.Fire_Visor_UP, basePrice: 120, tag: CLOTHING_NORMAL
fullType: Base.Windshield2, basePrice: 4140, tag: COSMETIC
fullType: Base.Windshield1, basePrice: 9736, tag: COSMETIC
